ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1904064	positive regulation of cation transmembrane transport	3/90	46/6656	0.02388258171047246	0.2985234568672729	0.2766227324959897	CD19/MS4A1/P2RX5	3
GO:0002360	T cell lineage commitment	2/90	18/6656	0.024037797397364735	0.2985234568672729	0.2766227324959897	LY9/BCL2	2
GO:0036037	CD8-positive, alpha-beta T cell activation	2/90	18/6656	0.024037797397364735	0.2985234568672729	0.2766227324959897	GPR18/BCL2	2
GO:0050860	negative regulation of T cell receptor signaling pathway	2/90	18/6656	0.024037797397364735	0.2985234568672729	0.2766227324959897	LAPTM5/ELF1	2
GO:0051149	positive regulation of muscle cell differentiation	2/90	18/6656	0.024037797397364735	0.2985234568672729	0.2766227324959897	MEF2C/BCL2	2
GO:1901655	cellular response to ketone	3/90	47/6656	0.02526696754345856	0.3116824586904485	0.28881634394430206	ATP2B1/KLF2/USP8	3
GO:0018209	peptidyl-serine modification	6/90	168/6656	0.025752489377739968	0.3117899449685514	0.2889159446532937	EIF2AK3/PIKFYVE/STK4/RACK1/BCL2/CAMK2D	6
GO:0002366	leukocyte activation involved in immune response	6/90	169/6656	0.026418423230242013	0.3117899449685514	0.2889159446532937	CD19/POU2AF1/IL4R/LY9/BLK/LAT2	6
GO:0018196	peptidyl-asparagine modification	2/90	19/6656	0.026632764613744593	0.3117899449685514	0.2889159446532937	ST6GAL1/MGAT5	2
GO:0018279	protein N-linked glycosylation via asparagine	2/90	19/6656	0.026632764613744593	0.3117899449685514	0.2889159446532937	ST6GAL1/MGAT5	2
GO:0032835	glomerulus development	2/90	19/6656	0.026632764613744593	0.3117899449685514	0.2889159446532937	MEF2C/BCL2	2
GO:0033555	multicellular organismal response to stress	2/90	19/6656	0.026632764613744593	0.3117899449685514	0.2889159446532937	MEF2C/BCL2	2
GO:0050922	negative regulation of chemotaxis	2/90	19/6656	0.026632764613744593	0.3117899449685514	0.2889159446532937	ST6GAL1/GPR18	2
GO:0051898	negative regulation of protein kinase B signaling	2/90	19/6656	0.026632764613744593	0.3117899449685514	0.2889159446532937	BANK1/RACK1	2
GO:0043270	positive regulation of ion transport	4/90	85/6656	0.027598022274397383	0.32104534772368604	0.2974923387073615	CD19/MS4A1/ATP2B1/P2RX5	4
GO:0002263	cell activation involved in immune response	6/90	171/6656	0.027784612133738926	0.3211831264264915	0.2976200094828837	CD19/POU2AF1/IL4R/LY9/BLK/LAT2	6
GO:0002260	lymphocyte homeostasis	3/90	49/6656	0.028163163465197084	0.32151487235423754	0.297927417369656	MEF2C/TSC22D3/BCL2	3
GO:0110148	biomineralization	3/90	49/6656	0.028163163465197084	0.32151487235423754	0.297927417369656	ATP2B1/EIF2AK3/MEF2C	3
GO:0001783	B cell apoptotic process	2/90	20/6656	0.029335578516456257	0.32286702582782395	0.2991803721375747	BLK/BCL2	2
GO:0014910	regulation of smooth muscle cell migration	2/90	20/6656	0.029335578516456257	0.32286702582782395	0.2991803721375747	MEF2C/BCL2	2
GO:0043304	regulation of mast cell degranulation	2/90	20/6656	0.029335578516456257	0.32286702582782395	0.2991803721375747	IL4R/BLK	2
GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	2/90	20/6656	0.029335578516456257	0.32286702582782395	0.2991803721375747	IL4R/CD83	2
GO:0045669	positive regulation of osteoblast differentiation	2/90	20/6656	0.029335578516456257	0.32286702582782395	0.2991803721375747	MEF2C/JUND	2
GO:2000108	positive regulation of leukocyte apoptotic process	2/90	20/6656	0.029335578516456257	0.32286702582782395	0.2991803721375747	MEF2C/BLK	2
GO:0070227	lymphocyte apoptotic process	3/90	50/6656	0.029674832147256445	0.32465679456343655	0.300838837182086	TSC22D3/BLK/BCL2	3
GO:0032418	lysosome localization	3/90	51/6656	0.03122874906280434	0.33194939326597805	0.307596425350411	IL4R/BLK/LAT2	3
GO:0050680	negative regulation of epithelial cell proliferation	3/90	51/6656	0.03122874906280434	0.33194939326597805	0.307596425350411	EAF2/STK4/MEF2C	3
GO:1990849	vacuolar localization	3/90	51/6656	0.03122874906280434	0.33194939326597805	0.307596425350411	IL4R/BLK/LAT2	3
GO:0051345	positive regulation of hydrolase activity	8/90	274/6656	0.031282736642255234	0.33194939326597805	0.307596425350411	RALGPS2/LAPTM5/EIF2AK3/RASGRP2/RASGRP3/USP6NL/MEF2C/RACK1	8
GO:0051250	negative regulation of lymphocyte activation	4/90	89/6656	0.03196398253069178	0.33194939326597805	0.307596425350411	BANK1/IL4R/LAPTM5/BLK	4
GO:0032469	endoplasmic reticulum calcium ion homeostasis	2/90	21/6656	0.0321429173437391	0.33194939326597805	0.307596425350411	BCL2/CAMK2D	2
GO:0033006	regulation of mast cell activation involved in immune response	2/90	21/6656	0.0321429173437391	0.33194939326597805	0.307596425350411	IL4R/BLK	2
GO:0061326	renal tubule development	2/90	21/6656	0.0321429173437391	0.33194939326597805	0.307596425350411	MEF2C/BCL2	2
GO:0072080	nephron tubule development	2/90	21/6656	0.0321429173437391	0.33194939326597805	0.307596425350411	MEF2C/BCL2	2
GO:0030155	regulation of cell adhesion	10/90	381/6656	0.03214743852086186	0.33194939326597805	0.307596425350411	TNFRSF13C/ST6GAL1/IL4R/LAPTM5/RHOH/STK4/PLEKHA2/CD83/BLK/BCL2	10
GO:0010810	regulation of cell-substrate adhesion	4/90	90/6656	0.0331154285425616	0.3400344003420571	0.31508828804389694	ST6GAL1/STK4/PLEKHA2/BCL2	4
GO:0002275	myeloid cell activation involved in immune response	3/90	53/6656	0.034462801075049114	0.348833517931179	0.3232418716068082	IL4R/BLK/LAT2	3
GO:0043367	CD4-positive, alpha-beta T cell differentiation	3/90	53/6656	0.034462801075049114	0.348833517931179	0.3232418716068082	IL4R/LY9/CD83	3
GO:0002931	response to ischemia	2/90	22/6656	0.03505152769299784	0.348833517931179	0.3232418716068082	MEF2C/BCL2	2
GO:0061337	cardiac conduction	2/90	22/6656	0.03505152769299784	0.348833517931179	0.3232418716068082	ATP2B1/CAMK2D	2
GO:0042110	T cell activation	9/90	333/6656	0.035236352334633195	0.348833517931179	0.3232418716068082	TNFRSF13C/IL4R/LY9/LAPTM5/RHOH/TRBC2/CD83/GPR18/BCL2	9
GO:0034762	regulation of transmembrane transport	6/90	181/6656	0.035319289839039494	0.348833517931179	0.3232418716068082	CD19/MS4A1/MEF2C/P2RX5/BCL2/CAMK2D	6
GO:0032946	positive regulation of mononuclear cell proliferation	4/90	92/6656	0.03549067891900461	0.348833517931179	0.3232418716068082	TNFRSF13C/ST6GAL1/MEF2C/BCL2	4
GO:0045055	regulated exocytosis	4/90	92/6656	0.03549067891900461	0.348833517931179	0.3232418716068082	IL4R/RAB11FIP1/BLK/LAT2	4
GO:0034767	positive regulation of ion transmembrane transport	3/90	54/6656	0.0361426216338506	0.3533518008671138	0.32742867751159166	CD19/MS4A1/P2RX5	3
GO:0001558	regulation of cell growth	6/90	183/6656	0.03697036984721158	0.3568929308645839	0.3307100178333984	CHPT1/RASGRP2/EAF2/RACK1/BCL2/CAMK2D	6
GO:0031960	response to corticosteroid	3/90	55/6656	0.037864062895216453	0.3568929308645839	0.3307100178333984	ATP2B1/USP8/BCL2	3
GO:0035265	organ growth	3/90	55/6656	0.037864062895216453	0.3568929308645839	0.3307100178333984	STK4/MEF2C/BCL2	3
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	2/90	23/6656	0.03805822331308947	0.3568929308645839	0.3307100178333984	PIKFYVE/MARCHF1	2
GO:0014909	smooth muscle cell migration	2/90	23/6656	0.03805822331308947	0.3568929308645839	0.3307100178333984	MEF2C/BCL2	2
GO:0070229	negative regulation of lymphocyte apoptotic process	2/90	23/6656	0.03805822331308947	0.3568929308645839	0.3307100178333984	TSC22D3/BCL2	2
GO:0070232	regulation of T cell apoptotic process	2/90	23/6656	0.03805822331308947	0.3568929308645839	0.3307100178333984	TSC22D3/BCL2	2
GO:0071353	cellular response to interleukin-4	2/90	23/6656	0.03805822331308947	0.3568929308645839	0.3307100178333984	IL4R/PARP14	2
GO:0045926	negative regulation of growth	4/90	96/6656	0.04053168825745795	0.3745141912771686	0.34703852098187893	EAF2/STK4/RACK1/BCL2	4
GO:0006471	protein ADP-ribosylation	2/90	24/6656	0.04115988391620678	0.3745141912771686	0.34703852098187893	PARP15/PARP14	2
GO:0033003	regulation of mast cell activation	2/90	24/6656	0.04115988391620678	0.3745141912771686	0.34703852098187893	IL4R/BLK	2
GO:0045730	respiratory burst	2/90	24/6656	0.04115988391620678	0.3745141912771686	0.34703852098187893	CD52/JCHAIN	2
GO:0070670	response to interleukin-4	2/90	24/6656	0.04115988391620678	0.3745141912771686	0.34703852098187893	IL4R/PARP14	2
GO:0071385	cellular response to glucocorticoid stimulus	2/90	24/6656	0.04115988391620678	0.3745141912771686	0.34703852098187893	ATP2B1/USP8	2
GO:0002444	myeloid leukocyte mediated immunity	3/90	57/6656	0.0414309692954793	0.37512375155217215	0.3476033617842132	IL4R/BLK/LAT2	3
GO:0050670	regulation of lymphocyte proliferation	5/90	141/6656	0.04163968862147423	0.37516542983465506	0.34764198240219457	TNFRSF13C/CD22/MEF2C/BLK/BCL2	5
GO:0051336	regulation of hydrolase activity	11/90	455/6656	0.04201763278810974	0.37669602274497105	0.3490602856659774	RALGPS2/LAPTM5/EIF2AK3/RASGRP2/RASGRP3/NEIL1/USP6NL/MEF2C/MGAT5/RACK1/CAMK2D	11
GO:0030217	T cell differentiation	6/90	189/6656	0.04221946718469208	0.37669602274497105	0.3490602856659774	IL4R/LY9/RHOH/CD83/GPR18/BCL2	6
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	2/90	25/6656	0.044353454009058234	0.38816250701362104	0.3596855485642511	PIKFYVE/MARCHF1	2
GO:0019082	viral protein processing	2/90	25/6656	0.044353454009058234	0.38816250701362104	0.3596855485642511	ST6GAL1/MGAT5	2
GO:0030500	regulation of bone mineralization	2/90	25/6656	0.044353454009058234	0.38816250701362104	0.3596855485642511	ATP2B1/MEF2C	2
GO:0032715	negative regulation of interleukin-6 production	2/90	25/6656	0.044353454009058234	0.38816250701362104	0.3596855485642511	BANK1/KLF2	2
GO:0098655	cation transmembrane transport	8/90	294/6656	0.04456054895531776	0.38816250701362104	0.3596855485642511	CD19/MS4A1/ATP2B1/ORAI2/MEF2C/P2RX5/BCL2/CAMK2D	8
GO:0061024	membrane organization	11/90	460/6656	0.04490160521806405	0.38928844523963074	0.36072888402595643	IGHD/IGHM/IGLC3/IGLC2/LAPTM5/PIKFYVE/RHOH/VPS37B/TRBC2/BCL2/STX5	11
GO:0002695	negative regulation of leukocyte activation	4/90	100/6656	0.04596103879074469	0.39660276665440725	0.3675066012524087	BANK1/IL4R/LAPTM5/BLK	4
GO:0070665	positive regulation of leukocyte proliferation	4/90	101/6656	0.047379051061089535	0.3979766405623798	0.36877968296771696	TNFRSF13C/ST6GAL1/MEF2C/BCL2	4
GO:0009409	response to cold	2/90	26/6656	0.04763594174304872	0.3979766405623798	0.36877968296771696	ATP2B1/EIF2AK3	2
GO:0019068	virion assembly	2/90	26/6656	0.04763594174304872	0.3979766405623798	0.36877968296771696	VPS37B/USP6NL	2
GO:0051153	regulation of striated muscle cell differentiation	2/90	26/6656	0.04763594174304872	0.3979766405623798	0.36877968296771696	MEF2C/BCL2	2
GO:0071384	cellular response to corticosteroid stimulus	2/90	26/6656	0.04763594174304872	0.3979766405623798	0.36877968296771696	ATP2B1/USP8	2
GO:0072009	nephron epithelium development	2/90	26/6656	0.04763594174304872	0.3979766405623798	0.36877968296771696	MEF2C/BCL2	2
GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	2/90	26/6656	0.04763594174304872	0.3979766405623798	0.36877968296771696	IL4R/CD83	2
GO:0001782	B cell homeostasis	2/90	27/6656	0.051004417783168804	0.41342972843448467	0.38309907829276457	MEF2C/BCL2	2
GO:0003014	renal system process	2/90	27/6656	0.051004417783168804	0.41342972843448467	0.38309907829276457	JCHAIN/BCL2	2
GO:0019730	antimicrobial humoral response	2/90	27/6656	0.051004417783168804	0.41342972843448467	0.38309907829276457	IGHM/JCHAIN	2
GO:0070192	chromosome organization involved in meiotic cell cycle	2/90	27/6656	0.051004417783168804	0.41342972843448467	0.38309907829276457	CCNB1IP1/STAG3	2
GO:0001824	blastocyst development	3/90	62/6656	0.05106014600360611	0.41342972843448467	0.38309907829276457	SMIM14/RPL13/CCNB1IP1	3
GO:0007519	skeletal muscle tissue development	3/90	62/6656	0.05106014600360611	0.41342972843448467	0.38309907829276457	PAX5/MEF2C/BCL2	3
GO:0033135	regulation of peptidyl-serine phosphorylation	3/90	62/6656	0.05106014600360611	0.41342972843448467	0.38309907829276457	STK4/RACK1/BCL2	3
GO:0006874	cellular calcium ion homeostasis	4/90	105/6656	0.05329312980745872	0.4187872556107634	0.3880635585465983	CD19/ATP2B1/BCL2/CAMK2D	4
GO:0050866	negative regulation of cell activation	4/90	105/6656	0.05329312980745872	0.4187872556107634	0.3880635585465983	BANK1/IL4R/LAPTM5/BLK	4
GO:0002335	mature B cell differentiation	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	CD19/POU2AF1	2
GO:0006623	protein targeting to vacuole	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	LAPTM5/VPS37B	2
GO:0035150	regulation of tube size	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	ATP2B1/KLF2	2
GO:0035296	regulation of tube diameter	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	ATP2B1/KLF2	2
GO:0043030	regulation of macrophage activation	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	IL4R/JUND	2
GO:0043368	positive T cell selection	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	LY9/BCL2	2
GO:0048753	pigment granule organization	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	PIKFYVE/BCL2	2
GO:0051279	regulation of release of sequestered calcium ion into cytosol	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	CD19/CAMK2D	2
GO:0070536	protein K63-linked deubiquitination	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	OTUD1/USP8	2
GO:0097746	blood vessel diameter maintenance	2/90	28/6656	0.05445601419530602	0.4187872556107634	0.3880635585465983	ATP2B1/KLF2	2
GO:0060538	skeletal muscle organ development	3/90	64/6656	0.05519056440969001	0.4226677391042093	0.3916593562056072	PAX5/MEF2C/BCL2	3
GO:0060562	epithelial tube morphogenesis	4/90	107/6656	0.056394827137835564	0.4300983082130364	0.39854479278889693	STK4/VASP/MEF2C/BCL2	4
GO:0040007	growth	9/90	365/6656	0.05729502758159438	0.43213392607393264	0.40043107060742406	CHPT1/RASGRP2/KLF2/EAF2/STK4/MEF2C/RACK1/BCL2/CAMK2D	9
GO:0001776	leukocyte homeostasis	3/90	65/6656	0.057314218297014066	0.43213392607393264	0.40043107060742406	MEF2C/TSC22D3/BCL2	3
GO:0030001	metal ion transport	7/90	256/6656	0.057367071796539486	0.43213392607393264	0.40043107060742406	CD19/MS4A1/ATP2B1/ORAI2/P2RX5/BCL2/CAMK2D	7
GO:0046777	protein autophosphorylation	4/90	110/6656	0.06122694903541743	0.45105982238270537	0.4179684970020144	EIF2AK3/PIKFYVE/STK4/CAMK2D	4
GO:0055074	calcium ion homeostasis	4/90	110/6656	0.06122694903541743	0.45105982238270537	0.4179684970020144	CD19/ATP2B1/BCL2/CAMK2D	4
GO:0043009	chordate embryonic development	7/90	260/6656	0.06134712766840636	0.45105982238270537	0.4179684970020144	PAX5/SMIM14/KLF2/STK4/VASP/RPL13/CCNB1IP1	7
GO:0014812	muscle cell migration	2/90	30/6656	0.06159739685422146	0.45105982238270537	0.4179684970020144	MEF2C/BCL2	2
GO:0035914	skeletal muscle cell differentiation	2/90	30/6656	0.06159739685422146	0.45105982238270537	0.4179684970020144	PAX5/MEF2C	2
GO:0043029	T cell homeostasis	2/90	30/6656	0.06159739685422146	0.45105982238270537	0.4179684970020144	TSC22D3/BCL2	2
GO:0043300	regulation of leukocyte degranulation	2/90	30/6656	0.06159739685422146	0.45105982238270537	0.4179684970020144	IL4R/BLK	2
GO:0040011	locomotion	11/90	487/6656	0.06286378844086242	0.45850652045359175	0.42486887927032335	ST6GAL1/PIKFYVE/RHOH/RRAS2/STK4/VASP/MEF2C/MGAT5/RACK1/GPR18/BCL2	11
GO:0006446	regulation of translational initiation	3/90	68/6656	0.06391468409876915	0.462500745565109	0.42857007406468495	BANK1/EIF2AK3/EIF4A2	3
GO:0007568	aging	3/90	68/6656	0.06391468409876915	0.462500745565109	0.42857007406468495	PAX5/ATP2B1/JUND	3
GO:0035637	multicellular organismal signaling	2/90	31/6656	0.06528174447532616	0.46870252478769325	0.4343168690833788	ATP2B1/CAMK2D	2
GO:0070167	regulation of biomineral tissue development	2/90	31/6656	0.06528174447532616	0.46870252478769325	0.4343168690833788	ATP2B1/MEF2C	2
GO:0035710	CD4-positive, alpha-beta T cell activation	3/90	69/6656	0.06619008812614202	0.4733750271433815	0.4386465803321638	IL4R/LY9/CD83	3
GO:0098662	inorganic cation transmembrane transport	7/90	265/6656	0.06655735214761704	0.4741566404934889	0.4393708517945507	CD19/MS4A1/ATP2B1/ORAI2/P2RX5/BCL2/CAMK2D	7
GO:0045132	meiotic chromosome segregation	2/90	32/6656	0.0690383331162016	0.4861779933623699	0.450510276192838	CCNB1IP1/STAG3	2
GO:0046620	regulation of organ growth	2/90	32/6656	0.0690383331162016	0.4861779933623699	0.450510276192838	STK4/MEF2C	2
GO:0110149	regulation of biomineralization	2/90	32/6656	0.0690383331162016	0.4861779933623699	0.450510276192838	ATP2B1/MEF2C	2
GO:0009792	embryo development ending in birth or egg hatching	7/90	268/6656	0.06980941303399822	0.4897316838033921	0.45380325548014916	PAX5/SMIM14/KLF2/STK4/VASP/RPL13/CCNB1IP1	7
GO:0016049	cell growth	6/90	215/6656	0.0702536736043727	0.4909743425278974	0.45495474841655	CHPT1/RASGRP2/EAF2/RACK1/BCL2/CAMK2D	6
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	3/90	71/6656	0.07085140719662829	0.4932760849522833	0.45708762697027344	LAPTM5/EIF2AK3/RACK1	3
GO:0042149	cellular response to glucose starvation	2/90	33/6656	0.07286458578205204	0.5025972877045111	0.4657249937036246	EIF2AK3/BCL2	2
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	2/90	33/6656	0.07286458578205204	0.5025972877045111	0.4657249937036246	PARP14/RACK1	2
GO:0098542	defense response to other organism	11/90	500/6656	0.07301059620081853	0.5025972877045111	0.4657249937036246	IGHD/IGHM/IGLC3/IGLC2/IL4R/LY9/TRBC2/JCHAIN/PARP14/BLK/BCL2	11
GO:0043087	regulation of GTPase activity	5/90	167/6656	0.07507002089808001	0.5148458895920562	0.4770749953381519	RALGPS2/RASGRP2/RASGRP3/USP6NL/RACK1	5
GO:0045165	cell fate commitment	3/90	73/6656	0.07565732540540218	0.516780836246345	0.4788679875417136	LY9/MEF2C/BCL2	3
GO:0001961	positive regulation of cytokine-mediated signaling pathway	2/90	34/6656	0.07675798057413068	0.516780836246345	0.4788679875417136	LAPTM5/PARP14	2
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	2/90	34/6656	0.07675798057413068	0.516780836246345	0.4788679875417136	IL4R/CD83	2
GO:0070231	T cell apoptotic process	2/90	34/6656	0.07675798057413068	0.516780836246345	0.4788679875417136	TSC22D3/BCL2	2
GO:0072073	kidney epithelium development	2/90	34/6656	0.07675798057413068	0.516780836246345	0.4788679875417136	MEF2C/BCL2	2
GO:0072503	cellular divalent inorganic cation homeostasis	4/90	120/6656	0.07886343742523688	0.5276364643519107	0.48892720882045215	CD19/ATP2B1/BCL2/CAMK2D	4
GO:0098660	inorganic ion transmembrane transport	7/90	276/6656	0.07894451996560144	0.5276364643519107	0.48892720882045215	CD19/MS4A1/ATP2B1/ORAI2/P2RX5/BCL2/CAMK2D	7
GO:0043068	positive regulation of programmed cell death	7/90	277/6656	0.08013376484484924	0.5279576489163059	0.48922483016240936	FCER2/LAPTM5/STK4/MEF2C/RACK1/BLK/CAMK2D	7
GO:0042542	response to hydrogen peroxide	3/90	75/6656	0.08060442699469478	0.5279576489163059	0.48922483016240936	KLF2/RACK1/BCL2	3
GO:0002886	regulation of myeloid leukocyte mediated immunity	2/90	35/6656	0.08071604969830357	0.5279576489163059	0.48922483016240936	IL4R/BLK	2
GO:0007127	meiosis I	2/90	35/6656	0.08071604969830357	0.5279576489163059	0.48922483016240936	CCNB1IP1/STAG3	2
GO:0046638	positive regulation of alpha-beta T cell differentiation	2/90	35/6656	0.08071604969830357	0.5279576489163059	0.48922483016240936	IL4R/CD83	2
GO:0097306	cellular response to alcohol	2/90	35/6656	0.08071604969830357	0.5279576489163059	0.48922483016240936	ATP2B1/KLF2	2
GO:0045058	T cell selection	2/90	36/6656	0.08473637848988373	0.5483995199450926	0.5081670140720231	LY9/BCL2	2
GO:0050856	regulation of T cell receptor signaling pathway	2/90	36/6656	0.08473637848988373	0.5483995199450926	0.5081670140720231	LAPTM5/ELF1	2
GO:0072006	nephron development	2/90	36/6656	0.08473637848988373	0.5483995199450926	0.5081670140720231	MEF2C/BCL2	2
GO:0030308	negative regulation of cell growth	3/90	77/6656	0.08568917543503994	0.5506877777958161	0.5102873973275474	EAF2/RACK1/BCL2	3
GO:0034764	positive regulation of transmembrane transport	3/90	77/6656	0.08568917543503994	0.5506877777958161	0.5102873973275474	CD19/MS4A1/P2RX5	3
GO:0002285	lymphocyte activation involved in immune response	4/90	124/6656	0.0865597268241617	0.5533506405817911	0.5127549031907324	CD19/POU2AF1/IL4R/LY9	4
GO:2001056	positive regulation of cysteine-type endopeptidase activity	3/90	78/6656	0.08828203244228439	0.5533506405817911	0.5127549031907324	LAPTM5/EIF2AK3/RACK1	3
GO:0002062	chondrocyte differentiation	2/90	37/6656	0.08881660445448297	0.5533506405817911	0.5127549031907324	EIF2AK3/MEF2C	2
GO:0061982	meiosis I cell cycle process	2/90	37/6656	0.08881660445448297	0.5533506405817911	0.5127549031907324	CCNB1IP1/STAG3	2
GO:0072666	establishment of protein localization to vacuole	2/90	37/6656	0.08881660445448297	0.5533506405817911	0.5127549031907324	LAPTM5/VPS37B	2
GO:0003008	system process	10/90	460/6656	0.09082250068828202	0.5533506405817911	0.5127549031907324	ATP2B1/EIF2AK3/KLF2/JCHAIN/MEF2C/RCSD1/P2RX5/RAB11FIP1/BCL2/CAMK2D	10
GO:0040012	regulation of locomotion	9/90	401/6656	0.09113593574408908	0.5533506405817911	0.5127549031907324	ST6GAL1/RHOH/RRAS2/STK4/MEF2C/MGAT5/RACK1/GPR18/BCL2	9
GO:0045087	innate immune response	9/90	402/6656	0.09221728395062563	0.5533506405817911	0.5127549031907324	IGHD/IGHM/IGLC3/IGLC2/LY9/TRBC2/JCHAIN/PARP14/BLK	9
GO:0072507	divalent inorganic cation homeostasis	4/90	127/6656	0.09256471331762345	0.5533506405817911	0.5127549031907324	CD19/ATP2B1/BCL2/CAMK2D	4
